Date,Ticker,Open,High,Low,Close,Volume
2016-01-04,AAPL,23.1840765433775,23.80768145913264,23.046250788014717,23.80316162109375,270597600
2016-01-05,AAPL,23.89354355239647,23.916137575059217,23.13889250781742,23.206674575805664,223164000
2016-01-06,AAPL,22.720889546455822,23.12984866492469,22.564989623106968,22.752521514892578,273829600
2016-01-07,AAPL,22.296123952762994,22.62374162188698,21.787750637617336,21.792268753051758,324377600
2016-01-08,AAPL,22.266746788725822,22.393274677649,21.862307459417007,21.907495498657227,283192000
2016-01-11,AAPL,22.361639939997467,22.38197403799693,21.9933507428638,22.262224197387695,198957600
2016-01-12,AAPL,22.718634798918274,22.750266772155083,22.33226963872977,22.5853271484375,196616800
2016-01-13,AAPL,22.66666698940705,22.863238586263442,21.984317922164728,22.00465202331543,249758400
2016-01-14,AAPL,22.13343700951727,22.702815902427748,21.6318418927481,22.48590850830078,252680400
2016-01-15,AAPL,21.735779915065503,22.076955332379107,21.545988063620072,21.945907592773438,319335600
2016-01-19,AAPL,22.235113496163347,22.289339484794287,21.577616704237446,21.839712142944336,212350800
2016-01-20,AAPL,21.487238131316495,22.185404820455155,21.107652776982135,21.869083404541016,289337600
2016-01-21,AAPL,21.93008534125748,22.115359024954458,21.451086010818546,21.75836944580078,208646000
2016-01-22,AAPL,22.28481458005974,22.924235322455612,22.22607049065471,22.915197372436523,263202000
2016-01-25,AAPL,22.937797846687225,22.94005776578175,22.415868583710015,22.467836380004883,207178000
2016-01-26,AAPL,22.578551703832094,22.793197507383223,22.158296326850905,22.59210777282715,300308000
2016-01-27,AAPL,21.699631454414735,21.832937399537972,21.089582477931675,21.10765838623047,533478800
2016-01-28,AAPL,21.191256858961744,21.356194771502736,20.874935378545523,21.2590389251709,222715200
2016-01-29,AAPL,21.417193932781526,21.993349075317383,21.3177781977095,21.993349075317383,257666000
2016-02-01,AAPL,21.796788198659847,21.851014201961615,21.55502851766475,21.787750244140625,163774000
2016-02-02,AAPL,21.55953467532109,21.69962030695213,21.301959147731427,21.347148895263672,149428800
2016-02-03,AAPL,21.464645020935105,21.880380476015556,21.25677729339488,21.769668579101562,183857200
2016-02-04,AAPL,21.77648076010939,22.110420391823958,21.624277524740638,21.9445858001709,185886800
2016-02-05,AAPL,21.926419996338822,22.017288228421666,21.28353102399175,21.358495712280273,185672400
2016-02-08,AAPL,21.156312963279614,21.740139007118984,21.135868522754375,21.583393096923828,216085600
2016-02-09,AAPL,21.419833585541802,21.794663978553245,21.33805234586049,21.5788516998291,177324800
2016-02-10,AAPL,21.79011349081531,21.887796514478033,21.37666477667315,21.415283203125,169374400
2016-02-11,AAPL,21.30624138125066,21.51750922210033,21.03363676519184,21.285795211791992,200298800
2016-02-12,AAPL,21.397115737936975,21.467537794076474,21.129055408324458,21.351680755615234,161405600
2016-02-16,AAPL,21.58566636969974,22.001387379767454,21.492527684288845,21.95368194580078,196231600
2016-02-17,AAPL,21.960487566111066,22.31032900190104,21.842360121911447,22.289884567260742,179452800
2016-02-18,AAPL,22.453447926187096,22.464807102233163,21.828731373325958,21.867351531982422,156084000
2016-02-19,AAPL,21.808282468717614,21.980931856881604,21.762849240174415,21.81736946105957,141496800
2016-02-22,AAPL,21.878709241141976,22.0127402408157,21.790113213038563,22.008195877075195,137123200
2016-02-23,AAPL,21.899152451730608,21.921869067861888,21.47888898721841,21.510692596435547,127770400
2016-02-24,AAPL,21.34941209763535,21.894618065901305,21.199479243144964,21.831010818481445,145022800
2016-02-25,AAPL,21.819647698552124,21.980937957763672,21.637911267604633,21.980937957763672,110330800
2016-02-26,AAPL,22.08089233083262,22.26717140018661,21.940048237642483,22.0150146484375,115964400
2016-02-29,AAPL,22.003656731636827,22.31487983681167,21.955951303807204,21.965038299560547,140865200
2016-03-01,AAPL,22.18311624133452,22.8918844264392,22.130866460248722,22.837364196777344,201628400
2016-03-02,AAPL,22.83282031897119,22.919144155650006,22.635182114140644,22.887340545654297,132678400
2016-03-03,AAPL,22.848728295977644,23.105429426903417,22.819195126456304,23.057723999023438,147822800
2016-03-04,AAPL,23.25536264559122,23.568856205395058,23.028192947225968,23.4007511138916,184220400
2016-03-07,AAPL,23.259904515262182,23.359859733883138,22.93505178791128,23.14177703857422,143315600
2016-03-08,AAPL,22.89415249930063,23.1167794746452,22.807828673398248,22.950944900512695,126247600
2016-03-09,AAPL,23.014558458170693,23.07589523896485,22.778301796007497,22.971397399902344,108806800
2016-03-10,AAPL,23.037273807279913,23.225823289496766,22.751039578289895,22.982751846313477,134054400
2016-03-11,AAPL,23.225823297190356,23.234910290687772,23.05771825040514,23.23036766052246,109632800
2016-03-14,AAPL,23.150860629065452,23.378030286578408,23.121327464361922,23.289432525634766,100304400
2016-03-15,AAPL,23.61655661306187,23.89370386345121,23.59156781290107,23.757402420043945,160270800
2016-03-16,AAPL,23.764216941932037,24.150404649062708,23.75967257841274,24.07316780090332,153214000
2016-03-17,AAPL,23.970940755142603,24.18675296299051,23.843726305492055,24.034549713134766,137682800
2016-03-18,AAPL,24.15722420914752,24.193572191778433,23.895980449948468,24.061813354492188,176820800
2016-03-21,AAPL,24.064084333288598,24.454816461194927,23.88462007764943,24.059541702270508,142010800
2016-03-22,AAPL,23.90960398549357,24.373030246969133,23.9005169921509,24.24354362487793,129777600
2016-03-23,AAPL,24.189026913812217,24.323056185472243,24.057268090942788,24.109516143798828,102814000
2016-03-24,AAPL,23.95958309049779,24.136775138916786,23.8278242784853,24.005016326904297,104532000
2016-03-28,AAPL,24.079978123605617,24.12314090315745,23.86643814034903,23.895971298217773,77645600
2016-03-29,AAPL,23.827820713414283,24.486612941742678,23.825548531983856,24.461624145507812,124760400
2016-03-30,AAPL,24.681986510799955,25.084076088846768,24.670627333334217,24.888710021972656,182404400
2016-03-31,AAPL,24.925050893184807,24.96594149396297,24.734227511831172,24.75921630859375,103553600
2016-04-01,AAPL,24.71151409337506,24.988661341928605,24.579755281248477,24.98638916015625,103496000
2016-04-04,AAPL,25.084073687141522,25.48616495985676,25.049997891174083,25.243093490600586,149424800
2016-04-05,AAPL,24.877349563131162,25.154496821306928,24.856903392803854,24.945499420166016,106314800
2016-04-06,AAPL,25.04090847765361,25.211285696072327,24.80692230849855,25.206741333007812,105616400
2016-04-07,AAPL,24.97730216923229,25.08407218137641,24.56158302951894,24.656993865966797,127207600
